Ano;Mes;Categoria;Sub-categoria;Producto;Pais;Cadena;Marca;Marca_propia;Peso_Volumen;Promocion;Precio_Normal;Precio_Oferta
2022;Febrero;Frutas y vegetales;Papas;Papas duquesas;Portugal;Continente;Continente;1;1,000;0;€1,49;
2021;Diciembre;Frutas y vegetales;Papas;Papas duquesas;Portugal;Continente;McCain;0;1,000;0;€3,99;
2022;Febrero;Frutas y vegetales;Papas;Papas duquesas;Portugal;Continente;McCain;0;1,000;0;€3,99;
2021;Diciembre;Frutas y vegetales;Papas;Papas duquesas;Portugal;Pingo Doce;Pingo Doce;1;1,000;0;€1,49;
2022;Febrero;Frutas y vegetales;Papas;Papas duquesas;Portugal;Pingo Doce;Pingo Doce;1;1,000;0;€1,49;
2021;Diciembre;Frutas y vegetales;Papas;Papas duquesas;UK;Tesco;Hearty Food Co.;0;0,500;0;£1,00;
2022;Marzo;Frutas y vegetales;Papas;Papas duquesas;UK;Tesco;Hearty Food Co.;0;0,500;0;£1,00;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;McCain;0;0,720;0;ARS220,39;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;McCain;0;1,500;0;ARS558,00;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;McCain;0;0,720;0;ARS220,39;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;McCain;0;1,500;0;ARS558,00;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;Simplot;0;0,700;0;ARS225,00;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;Simplot;0;1,100;0;ARS319,00;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;Simplot;0;1,100;0;ARS319,00;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Carrefour;Simplot;0;0,700;0;ARS225,00;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Jumbo;La Cocina;0;1;0;ARS469,00;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Jumbo;La Cocina;0;1;0;ARS469,00;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Jumbo;McCain;0;0,6;0;ARS304,27;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Argentina;Jumbo;McCain;0;0,6;0;ARS304,27;
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Cuisine & Co.;1;1,000;0;$2.499;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Cuisine & Co.;1;1,000;1;$2.499;$2.290
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Frutos del Maipo;0;1,000;1;$3.290;$2.550
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Frutos del Maipo;0;1,000;0;$3.390;
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Minuto Verde;0;1,000;0;$3.349;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Jumbo;Minuto Verde;0;1,000;1;$3.669;$2.990
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Frutos del Maipo;0;0,500;1;$1.790;$1.390
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Frutos del Maipo;0;1,000;0;$3.190;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Frutos del Maipo;0;1,000;0;$2.490;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Frutos del Maipo;0;0,500;1;$1.790;$1.390
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Lider;1;0,500;0;$1.590;
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Lider;1;1,000;0;$2.250;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Lider;1;1,000;0;$2.250;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Lider;1;0,500;1;$1.590;$1.000
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;McCain;0;0,720;0;$1.990;
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Minuto Verde;0;0,500;0;$1.850;
2021;Octubre;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Minuto Verde;0;1,000;1;$3.190;$2.490
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Minuto Verde;0;1,000;1;$3.190;$2.490
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Chile;Lider;Minuto Verde;0;0,500;0;$1.850;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Aviko;0;1,000;0;$5.970;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Aviko;0;1,000;1;$5.970;$5.970
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Fácil;0;0,500;1;$3.688;$2.950
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Fácil;0;0,500;1;$3.688;$3.688
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Frescampo;0;1,000;0;$6.490;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Frescampo;0;1,000;1;$6.490;$6.490
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;McCain;0;1,000;1;$10.100;$8.080
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;McCain;0;1,000;1;$10.100;$10.100
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Zenu;0;0,900;1;$9.830;$7.864
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Éxito;Zenu;0;0,900;1;$9.830;$9.830
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;McCain;0;0,500;0;$5.100;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;McCain;0;1,000;0;$10.100;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;McCain;0;0,500;0;$5.100;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;McCain;0;1,000;0;$10.100;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;Olímpica;0;1,000;0;$10.100;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Colombia;Olímpica;Olímpica;0;1,000;0;$10.100;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour;1;1,000;0;€0,95;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour;1;2,500;0;€2,15;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour;1;1,000;0;€0,95;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour;1;2,500;0;€2,15;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour Bio;1;0,600;0;€2,59;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Carrefour Bio;1;0,600;0;€2,59;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Findus;0;1,000;0;€3,35;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;Findus;0;1,000;0;€3,35;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;McCain;0;1,000;0;€2,79;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;McCain;0;2,500;0;€6,25;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;McCain;0;1,000;0;€2,79;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Carrefour;McCain;0;2,500;0;€6,25;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Mercadona;Hacendado;1;1,000;0;€0,95;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;España;Mercadona;Hacendado;1;2,000;0;€1,72;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Mercadona;Hacendado;1;1,000;0;€0,95;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;España;Mercadona;Hacendado;1;2,000;0;€1,72;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Perú;Metro;McCain;0;0,720;1;17,60;13,20
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Perú;Metro;McCain;0;1,500;1;33,60;25,20
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Perú;Metro;McCain;0;0,720;1;17,60;15,84
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Perú;Metro;McCain;0;1,500;1;33,60;30,24
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Perú;Plaza Vea;Bell’s;1;0,500;0;4,69;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Perú;Plaza Vea;Bell’s;1;0,500;0;4,69;
2021;Noviembre;Frutas y vegetales;Papas;Papas pre fritas;Perú;Plaza Vea;Cocinero;0;0,700;0;11,29;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;Perú;Plaza Vea;Cocinero;0;0,700;0;10,73;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;Continente;1;1,000;0;€1,99;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;Continente;1;1,000;0;€1,99;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;McCain;0;0,600;0;€2,89;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;McCain;0;1,000;0;€2,94;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;McCain;0;0,600;0;€2,89;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Continente;McCain;0;1,000;0;€2,94;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Pingo Doce;Pingo Doce;1;2,500;0;€2,59;
2022;Febrero;Frutas y vegetales;Papas;Papas pre fritas;Portugal;Pingo Doce;Pingo Doce;1;2,500;0;€2,59;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;McCain;0;1,400;0;£3,50;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;McCain;0;1,400;0;£3,50;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;Sainsbury’s;1;0,900;0;£0,59;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;Sainsbury’s;1;0,900;0;£0,59;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;Strong Roots;0;0,650;0;£2,80;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Sainsbury’s;Strong Roots;0;0,650;0;£2,80;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;McCain;0;0,750;1;£2,50;£1,50
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;McCain;0;1,400;0;£3,20;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;McCain;0;0,750;1;£2,50;£2,40
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;McCain;0;1,400;0;£3,20;
2021;Diciembre;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;Tesco;1;1,500;0;£1,50;
2022;Marzo;Frutas y vegetales;Papas;Papas pre fritas;UK;Tesco;Tesco;1;1,500;0;£1,50;
2021;Diciembre;Frutas y vegetales;Papas;Ramitas saladas;Portugal;Pingo Doce;Pingo Doce;1;0,200;0;€0,99;
2022;Febrero;Frutas y vegetales;Papas;Ramitas saladas;Portugal;Pingo Doce;Pingo Doce;1;0,200;0;€0,99;
2021;Noviembre;Frutas y vegetales;Peras;Pera;Colombia;Éxito;Frescampo;0;0,800;0;$5.510;
2022;Marzo;Frutas y vegetales;Peras;Pera;Colombia;Éxito;Frescampo;0;0,800;1;$5.510;$5.510
2021;Noviembre;Frutas y vegetales;Peras;Pera;Colombia;Olímpica;;0;1,000;0;$13.900;
2022;Marzo;Frutas y vegetales;Peras;Pera;Colombia;Olímpica;;0;1,000;0;$13.900;
2021;Diciembre;Frutas y vegetales;Peras;Pera conference;UK;Sainsbury’s;Sainsbury’s;1;0,250;0;£0,37;
2022;Marzo;Frutas y vegetales;Peras;Pera conference;UK;Sainsbury’s;Sainsbury’s;1;0,250;0;£0,37;
2021;Diciembre;Frutas y vegetales;Peras;Pera conference;UK;Tesco;Tesco;1;1,000;0;£2,70;
2022;Marzo;Frutas y vegetales;Peras;Pera conference;UK;Tesco;Tesco;1;1,000;0;£2,70;
2021;Noviembre;Frutas y vegetales;Peras;Pera conferencia;España;Carrefour;Carrefour;1;1,000;0;€1,39;
2022;Marzo;Frutas y vegetales;Peras;Pera conferencia;España;Carrefour;Carrefour;1;1,000;0;€1,39;
2021;Noviembre;Frutas y vegetales;Peras;Pera conferencia;España;Mercadona;;0;0,180;0;€0,32;
2022;Marzo;Frutas y vegetales;Peras;Pera conferencia;España;Mercadona;;0;0,180;0;€0,32;
2021;Diciembre;Frutas y vegetales;Peras;Pera Packam’s;Argentina;Carrefour;Huella Natural;0;1,000;0;ARS125,00;
2022;Marzo;Frutas y vegetales;Peras;Pera Packam’s;Argentina;Carrefour;Huella Natural;0;1,000;0;ARS125,00;
2021;Diciembre;Frutas y vegetales;Peras;Pera Packam’s;Argentina;Carrefour;;0;1,000;0;ARS120,00;
2022;Marzo;Frutas y vegetales;Peras;Pera Packam’s;Argentina;Carrefour;;0;1,000;0;ARS108,00;
2021;Octubre;Frutas y vegetales;Peras;Pera Packam’s;Chile;Jumbo;Jumbo;1;0,500;0;$945;
2022;Febrero;Frutas y vegetales;Peras;Pera Packam’s;Chile;Jumbo;;1;0,500;0;$945;
2021;Octubre;Frutas y vegetales;Peras;Pera Packam’s;Chile;Lider;Lider;1;1,000;0;$1.790;
2022;Febrero;Frutas y vegetales;Peras;Pera Packam’s;Chile;Lider;;1;1,000;0;$1.790;
2021;Noviembre;Frutas y vegetales;Peras;Pera Packam’s;Perú;Plaza Vea;;0;1,000;1;7,29;6,56
2022;Marzo;Frutas y vegetales;Peras;Pera Packam’s;Perú;Plaza Vea;;0;1,000;1;7,29;6,85
2021;Noviembre;Frutas y vegetales;Peras;Pera Rocha;España;Mercadona;;0;0,170;0;€0,30;
2022;Marzo;Frutas y vegetales;Peras;Pera Rocha;España;Mercadona;;0;0,170;0;€0,30;
2021;Diciembre;Frutas y vegetales;Peras;Pera Rocha;Portugal;Continente;Continente;1;0,540;0;€1,99;
2022;Febrero;Frutas y vegetales;Peras;Pera Rocha;Portugal;Continente;Continente;1;0,540;0;€1,99;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón;Portugal;Continente;Continente;1;0,200;0;€1,49;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón;Portugal;Continente;Continente;1;0,200;0;€1,49;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón amarillo;Chile;Jumbo;;1;0,300;0;$1.490;
2021;Octubre;Frutas y vegetales;Pimentones;Pimentón amarillo;Chile;Lider;Lider;1;0,300;0;$1.390;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón amarillo;Chile;Lider;;1;0,300;0;$1.450;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón amarillo;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,42;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón amarillo;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,39;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón amarillo;UK;Tesco;Tesco;1;0,300;0;£0,45;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón amarillo;UK;Tesco;Tesco;1;0,300;0;£0,45;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón rojo;Argentina;Carrefour;;0;1,000;0;ARS439,00;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;Argentina;Carrefour;;0;1,000;0;ARS439,00;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón rojo;Argentina;Jumbo;;0;1;0;ARS499,00;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;Argentina;Jumbo;;0;1;0;ARS499,00;
2021;Octubre;Frutas y vegetales;Pimentones;Pimentón rojo;Chile;Jumbo;Jumbo;1;0,300;0;$1.390;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón rojo;Chile;Jumbo;;1;0,300;0;$1.390;
2021;Octubre;Frutas y vegetales;Pimentones;Pimentón rojo;Chile;Lider;Lider;1;0,300;0;$1.350;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón rojo;Chile;Lider;;1;0,300;0;$1.350;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón rojo;Colombia;Éxito;SM;0;0,300;1;$730;$584
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;Colombia;Éxito;SM;0;0,300;1;$730;$730
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón rojo;Colombia;Olímpica;;0;1,000;0;$837;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;Colombia;Olímpica;;0;1,000;0;$837;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón rojo;España;Carrefour;Carrefour;1;1,000;0;€1,70;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;España;Carrefour;Carrefour;1;1,000;0;€1,70;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón rojo;España;Mercadona;;0;0,320;0;€0,57;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;España;Mercadona;;0;0,320;0;€0,57;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón rojo;Perú;Metro;Metro;1;1,000;1;10,49;7,87
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;Perú;Metro;Metro;1;1,000;1;10,49;9,44
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón rojo;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,42;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,44;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón rojo;UK;Tesco;Tesco;1;0,300;0;£0,45;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón rojo;UK;Tesco;Tesco;1;0,300;0;£0,45;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón verde;Argentina;Carrefour;;0;1,000;0;ARS299,00;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;Argentina;Carrefour;;0;1,000;0;ARS299,00;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón verde;Argentina;Jumbo;;0;1;0;ARS289,00;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;Argentina;Jumbo;;0;1;0;ARS289,00;
2021;Octubre;Frutas y vegetales;Pimentones;Pimentón verde;Chile;Jumbo;Jumbo;1;0,300;0;$790;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón verde;Chile;Jumbo;;1;0,300;0;$819;
2021;Octubre;Frutas y vegetales;Pimentones;Pimentón verde;Chile;Lider;Lider;1;0,300;0;$730;
2022;Febrero;Frutas y vegetales;Pimentones;Pimentón verde;Chile;Lider;;1;0,300;0;$790;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón verde;Colombia;Olímpica;;0;1,000;0;$721;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;Colombia;Olímpica;;0;1,000;0;$721;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón verde;España;Carrefour;Carrefour;1;1,000;0;€2,29;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;España;Carrefour;Carrefour;1;1,000;0;€2,22;
2021;Noviembre;Frutas y vegetales;Pimentones;Pimentón verde;España;Mercadona;;0;0,300;0;€0,69;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;España;Mercadona;;0;0,300;0;€0,69;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón verde;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,42;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;UK;Sainsbury’s;Sainsbury’s;1;0,300;0;£0,42;
2021;Diciembre;Frutas y vegetales;Pimentones;Pimentón verde;UK;Tesco;Tesco;1;0,300;0;£0,45;
2022;Marzo;Frutas y vegetales;Pimentones;Pimentón verde;UK;Tesco;Tesco;1;0,300;0;£0,45;
2021;Diciembre;Frutas y vegetales;Piñas;Piña natural;Argentina;Carrefour;;0;1,000;1;ARS179,00;ARS129,00
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Argentina;Carrefour;;0;1,000;1;ARS179,00;ARS173,27
2021;Diciembre;Frutas y vegetales;Piñas;Piña natural;Argentina;Jumbo;;0;1;0;ARS189,00;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Argentina;Jumbo;;0;1;0;ARS189,00;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Chile;Jumbo;;1;2,000;0;$1.890;
2022;Febrero;Frutas y vegetales;Piñas;Piña natural;Chile;Jumbo;;1;2,000;0;$1.890;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Chile;Lider;;1;2,000;0;$1.490;
2022;Febrero;Frutas y vegetales;Piñas;Piña natural;Chile;Lider;;1;2,000;0;$1.790;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Colombia;Éxito;SM;1;2,000;1;$3.950;$2.765
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Colombia;Éxito;SM;1;2,000;1;$3.950;$3.950
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Colombia;Olímpica;;1;1,000;0;$2.650;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Colombia;Olímpica;;1;1,000;0;$2.650;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;España;Carrefour;Carrefour;1;2,000;1;€1,98;€1,58
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;España;Carrefour;Carrefour;1;2,000;1;€1,98;€1,84
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;España;Mercadona;;1;1,680;0;€1,66;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;España;Mercadona;;1;1,680;0;€1,66;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Perú;Metro;;1;1,000;0;5,29;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Perú;Metro;;1;1,000;0;5,29;
2021;Noviembre;Frutas y vegetales;Piñas;Piña natural;Perú;Plaza Vea;;1;2,500;0;5,29;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;Perú;Plaza Vea;;1;2,500;0;5,29;
2021;Diciembre;Frutas y vegetales;Piñas;Piña natural;Portugal;Continente;Continente;1;2,000;0;€1,19;
2022;Febrero;Frutas y vegetales;Piñas;Piña natural;Portugal;Continente;Continente;1;2,000;0;€1,19;
2021;Diciembre;Frutas y vegetales;Piñas;Piña natural;UK;Sainsbury’s;Sainsbury’s;1;2,000;1;£1,50;£1,00
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;UK;Sainsbury’s;Sainsbury’s;1;2,000;1;£1,50;£1,48
2021;Diciembre;Frutas y vegetales;Piñas;Piña natural;UK;Tesco;Tesco;1;2,000;0;£0,75;
2022;Marzo;Frutas y vegetales;Piñas;Piña natural;UK;Tesco;Tesco;1;2,000;0;£0,75;
2021;Diciembre;Frutas y vegetales;Piñas;Piñas en rodajas;Argentina;Carrefour;Carrefour;1;0,565;1;ARS327,00;ARS300,84
2021;Diciembre;Frutas y vegetales;Piñas;Piñas en rodajas;Argentina;Carrefour;Carrefour;1;0,850;1;ARS449,00;ARS408,59
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;Argentina;Carrefour;Carrefour;1;0,565;1;ARS327,00;ARS316,54
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;Argentina;Carrefour;Carrefour;1;0,850;1;ARS449,00;ARS434,63
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Cuisine & Co.;1;0,340;0;$1.299;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Cuisine & Co.;1;0,490;0;$1.899;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Cuisine & Co.;1;0,490;0;$1.899;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Cuisine & Co.;1;0,340;0;$1.299;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Esmeralda;0;0,567;0;$1.649;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Esmeralda;0;0,822;0;$2.149;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Esmeralda;0;0,822;0;$2.399;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Jumbo;Esmeralda;0;0,567;0;$1.909;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Esmeralda;0;0,822;0;$1.990;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Esmeralda;0;0,822;0;$1.990;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Lider;1;0,565;0;$1.490;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Lider;1;0,565;0;$1.490;
2021;Octubre;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Wasil;0;0,560;0;$1.650;
2022;Febrero;Frutas y vegetales;Piñas;Piñas en rodajas;Chile;Lider;Wasil;0;0,560;0;$1.920;
2021;Noviembre;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Éxito;La Coruña;0;0,565;1;$12.600;$10.080
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Éxito;La Coruña;0;0,565;1;$12.600;$12.600
2021;Noviembre;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Olímpica;La Coruña;0;0,565;0;$11.000;
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Olímpica;La Coruña;0;0,565;0;$11.000;
2021;Noviembre;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Olímpica;Tasfoods;0;0,565;0;$7.550;
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;Colombia;Olímpica;Tasfoods;0;0,565;0;$7.550;
2021;Noviembre;Frutas y vegetales;Piñas;Piñas en rodajas;España;Carrefour;Del Monte;0;0,510;0;€3,65;
2022;Marzo;Frutas y vegetales;Piñas;Piñas en rodajas;España;Carrefour;Del Monte;0;0,510;0;€3,65;
2021;Noviembre;Frutas y vegetales;Piñas;Piñas en rodajas;España;Mercadona;Hacendado;1;0,822;0;€1,60;
