Ano;Mes;Categoria;Sub-categoria;Producto;Pais;Cadena;Marca;Marca_propia;Peso_Volumen;Promocion;Precio_Normal;Precio_Oferta
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo artesanal;Perú;Plaza Vea;Oregon Foods;0;0,600;1;44,90;41,31
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo artesanal;Perú;Plaza Vea;San Fernando;0;0,480;1;9,90;8,90
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo artesanal;Perú;Plaza Vea;San Fernando;0;0,480;1;9,90;9,11
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo asturiano;España;Mercadona;Juntamar;0;0,250;0;€2,25;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo asturiano;España;Mercadona;Juntamar;0;0,250;0;€2,25;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;CompreMipyme;0;1,000;1;ARS762,00;ARS489,00
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;CompreMipyme;0;1,000;1;ARS762,00;ARS736,09
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;La Divisa;0;1,000;0;ARS835,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;La Divisa;0;1,000;0;ARS835,00;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;Magret;0;0,400;0;ARS418,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo bombón;Argentina;Carrefour;Magret;0;0,400;0;ARS418,00;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo cerdo;Portugal;Pingo Doce;Pingo Doce;1;0,180;0;€2,59;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo cerdo;Portugal;Pingo Doce;Pingo Doce;1;0,180;0;€2,59;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo oreado;España;Mercadona;;1;0,310;0;€1,94;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo oreado;España;Mercadona;;1;0,310;0;€1,82;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Chile;Lider;La Preferida;0;0,500;0;$3.290;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Chile;Lider;Receta del Abuelo;0;0,400;1;$3.290;$2.790
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Chile;Lider;San Jorge;0;1,000;0;$3.090;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Braedt;0;0,500;1;16,50;15,49
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Braedt;0;0,500;0;16,50;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Casa Europa;0;0,500;0;18,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Casa Europa;0;0,500;0;18,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Cuisine & Co.;1;0,500;0;30,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Cuisine & Co.;1;0,500;0;30,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Zimmermann;0;0,500;0;12,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Metro;Zimmermann;0;0,500;0;12,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Braedt;0;0,500;0;17,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Braedt;0;0,500;0;17,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Casa Europa;0;0,500;0;17,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Casa Europa;0;0,500;0;17,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Oregon Foods;0;0,600;1;28,90;23,12
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Oregon Foods;0;0,600;1;28,90;26,59
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Otto Kunz;0;0,400;0;16,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Otto Kunz;0;0,400;0;16,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Salchichería Alemana;0;0,500;0;13,50;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo parrillero;Perú;Plaza Vea;Salchichería Alemana;0;0,500;0;13,50;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo ternera;Portugal;Pingo Doce;Pingo Doce;1;0,220;0;€3,29;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Chorizo ternera;Portugal;Pingo Doce;Pingo Doce;1;0,220;0;€3,29;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté;Colombia;Éxito;Henaff;0;0,078;1;$11.120;$8.896
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté;Colombia;Éxito;Henaff;0;0,078;0;$10.008;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté;UK;Sainsbury’s;Goatsbridge;0;0,125;0;£2,50;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté;UK;Sainsbury’s;Goatsbridge;0;0,125;0;£2,50;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté;UK;Sainsbury’s;Sainsbury’s;1;0,170;0;£1,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté;UK;Sainsbury’s;Sainsbury’s;1;0,170;0;£1,00;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté a las finas hierbas;Perú;Metro;Casa Europa;0;0,150;0;8,80;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté a las finas hierbas;Perú;Metro;Casa Europa;0;0,150;0;8,80;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté atún frasco;Portugal;Pingo Doce;Pingo Doce;1;0,125;0;€0,99;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté atún frasco;Portugal;Pingo Doce;Pingo Doce;1;0,125;0;€0,99;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté atún pote;Portugal;Pingo Doce;Pingo Doce;1;0,065;0;€0,55;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté atún pote;Portugal;Pingo Doce;Pingo Doce;1;0,065;0;€0,55;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Metro;Braedt;0;0,100;0;3,79;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Metro;Braedt;0;0,100;0;3,79;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Metro;Otto Kunz;0;0,100;0;3,80;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Metro;Otto Kunz;0;0,100;0;3,80;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Plaza Vea;Braedt;0;0,100;1;3,60;3,24
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Plaza Vea;Braedt;0;0,100;1;3,60;3,31
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Plaza Vea;Otto Kunz;0;0,100;1;3,69;3,32
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté cerdo;Perú;Plaza Vea;Otto Kunz;0;0,100;1;3,69;3,39
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Colombia;Éxito;Berliza;0;0,200;1;$15.850;$12.680
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Colombia;Éxito;Berliza;0;0,200;1;$15.850;$14.582
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Colombia;Éxito;La Maison du Pate;0;0,100;1;$16.700;$13.360
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Colombia;Éxito;La Maison du Pate;0;0,100;0;$16.700;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Carrefour;Carrefour;1;0,200;0;€0,79;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Carrefour;Carrefour;1;0,200;0;€0,79;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Carrefour;Casa Tarradellas;0;0,125;0;€0,99;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Carrefour;Casa Tarradellas;0;0,125;0;€0,99;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Mercadona;Hacendado;1;0,160;0;€0,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;España;Mercadona;Hacendado;1;0,160;0;€0,90;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Portugal;Continente;Continente;1;0,125;0;€0,99;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;Portugal;Continente;Continente;1;0,125;0;€0,99;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;UK;Tesco;Tesco Finest;1;0,125;1;£3,50;£3,00
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté frasco;UK;Tesco;Tesco Finest;1;0,125;1;£3,50;£3,45
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;Argentina;Carrefour;Carrefour;1;0,090;1;ARS45,00;ARS40,95
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;Argentina;Carrefour;Carrefour;1;0,090;1;ARS45,00;ARS43,47
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;Argentina;Carrefour;Swift;0;0,090;0;ARS55,80;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;Argentina;Carrefour;Swift;0;0,090;0;ARS55,80;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Carrefour;La Piara;0;0,230;0;€1,89;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Carrefour;La Piara;0;0,230;0;€1,95;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Mercadona;Argal;0;0,249;0;€1,55;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Mercadona;Argal;0;0,249;0;€1,55;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Mercadona;La Piara;0;0,261;0;€2,95;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté lata;España;Mercadona;La Piara;0;0,261;0;€2,95;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pollo;Perú;Metro;San Fernando;0;0,100;0;2,69;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté pollo;Perú;Metro;San Fernando;0;0,100;0;2,69;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Argentina;Carrefour;Bocatti;0;0,090;0;ARS133,65;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Argentina;Carrefour;Bocatti;0;0,090;0;ARS133,65;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Portugal;Continente;Continente;1;0,065;1;€0,55;€0,49
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Portugal;Continente;Continente;1;0,065;1;€0,55;€0,49
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Portugal;Continente;La Piara;0;0,075;0;€1,54;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;Portugal;Continente;La Piara;0;0,075;0;€1,54;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;UK;Tesco;Eastman’s;0;0,175;0;£0,45;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;UK;Tesco;Eastman’s;0;0,175;0;£0,45;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;UK;Tesco;Tesco;1;0,200;0;£1,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté pote;UK;Tesco;Tesco;1;0,200;0;£1,00;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Argentina;Jumbo;Bocatti;0;0,09;0;ARS150,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Argentina;Jumbo;Bocatti;0;0,09;0;ARS150,90;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;La Preferida;0;0,160;0;$869;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;La Preferida;0;0,160;0;$869;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;Llanquihue;0;0,125;0;$1.179;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;Llanquihue;0;0,125;0;$1.179;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;PF;0;0,125;0;$549;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;PF;0;0,125;0;$549;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;Receta del Abuelo;0;0,125;0;$799;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;Receta del Abuelo;0;0,125;0;$799;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;San Jorge;0;0,125;0;$529;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Jumbo;San Jorge;0;0,125;0;$529;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;La Preferida;0;0,125;0;$420;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;La Preferida;0;0,160;0;$720;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;Lider;1;0,125;0;$410;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;Lider;1;0,125;0;$440;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;PF;0;0,125;0;$500;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;PF;0;0,125;0;$500;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;Receta del Abuelo;0;0,125;0;$710;
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;Receta del Abuelo;0;0,125;0;$710;
2021;Octubre;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;San Jorge;0;0,125;1;$470;$420
2022;Febrero;Carne, aves y sucedáneos de la carne;Embutidos;Paté ternera;Chile;Lider;San Jorge;0;0,125;0;$420;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;Cuisine & Co.;1;0,100;0;$749;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;Cuisine & Co.;1;0,185;0;$1.290;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;Cuisine & Co.;1;0,185;0;$1.349;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;La Crianza;0;0,100;1;$869;$590
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;La Crianza;0;0,185;1;$1.499;$1.090
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;La Crianza;0;0,185;0;$1.499;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;La Crianza;0;0,100;0;$869;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;La Preferida;0;0,185;0;$1.399;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Jumbo;Receta del Abuelo;0;0,100;0;$890;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;La Crianza;0;0,100;0;$790;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;La Crianza;0;0,185;0;$1.390;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;La Crianza;0;0,185;0;$1.000;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;La Crianza;0;0,100;0;$790;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;La Preferida;0;0,100;0;$590;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;Lider;1;0,100;0;$690;
2021;Octubre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;Lider;1;0,185;0;$990;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;Plate;0;0,109;0;$690;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Chile;Lider;Receta del Abuelo;0;0,100;0;$890;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Colanta;0;0,500;1;$19.850;$15.880
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Colanta;0;0,500;0;$17.865;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Koller;0;0,575;1;$26.500;$21.200
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Koller;0;0,575;0;$26.500;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Porchi;1;1,010;1;$13.950;$11.160
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Porchi;1;1,010;0;$13.950;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Zenu;0;0,575;1;$19.450;$15.560
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Éxito;Zenu;0;0,575;0;$19.450;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Colanta;0;0,400;0;$11.950;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Colanta;0;0,400;0;$11.950;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Kokorito;0;0,495;0;$15.100;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Kokorito;0;0,495;1;$15.100;$14.949
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Montefrio;0;0,500;0;$12.700;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Montefrio;0;0,500;0;$11.430;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Zenu;0;0,400;0;$12.300;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Colombia;Olímpica;Zenu;0;0,400;0;$12.300;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;Carrefour Bio;1;0,240;0;€2,39;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;Carrefour Bio;1;0,240;0;€2,39;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;El Encinar de Humienta;0;0,360;0;€3,50;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;El Encinar de Humienta;0;0,360;0;€3,50;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;Pata Negra;0;0,300;0;€4,39;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Carrefour;Pata Negra;0;0,300;0;€4,39;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Mercadona;;1;0,540;0;€3,61;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;España;Mercadona;;1;0,540;0;€3,61;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;La Magnífica;0;0,980;0;19,50;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;La Magnífica;0;0,980;0;19,50;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Metro;1;0,816;0;25,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Metro;1;0,816;0;25,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Otto Kunz;0;0,340;0;11,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Otto Kunz;0;0,680;1;21,50;17,50
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Otto Kunz;0;0,340;1;11,42;11,08
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;Otto Kunz;0;0,680;0;21,50;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;San Fernando;0;0,952;0;14,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Metro;San Fernando;0;0,952;0;14,90;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Bell’s;1;0,600;0;23,90;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Bell’s;1;0,600;0;22,71;
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Otto Kunz;0;0,340;1;10,59;8,99
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Otto Kunz;0;0,340;1;10,59;9,74
2021;Noviembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Rancheras;0;0,600;0;21,49;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas;Perú;Plaza Vea;Rancheras;0;0,600;0;21,49;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (10 un);Portugal;Continente;Continente;1;1,000;0;€6,39;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (10 un);Portugal;Continente;Continente;1;1,000;0;€6,39;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (12 un);Argentina;Jumbo;Chacra Nuestra;0;0,66;0;ARS569,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (12 un);Argentina;Jumbo;Chacra Nuestra;0;0,66;0;ARS569,00;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (18 un);Portugal;Continente;Iglo;0;1,440;0;€19,98;
2022;Febrero;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (18 un);Portugal;Continente;Iglo;0;1,440;0;€19,98;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (2 un);Argentina;Jumbo;Chacra Nuestra;0;0,11;0;ARS76,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (2 un);Argentina;Jumbo;Chacra Nuestra;0;0,11;0;ARS76,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (2 un);UK;Sainsbury’s;Sainsbury’s;1;0,340;0;£2,75;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (2 un);UK;Sainsbury’s;Sainsbury’s Organic;1;0,228;0;£2,75;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;214;0;0,320;0;ARS322,80;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;214;0;0,320;0;ARS322,80;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;Good Mark;0;0,320;0;ARS326,75;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;Good Mark;0;0,320;0;ARS326,75;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;Swift;0;0,286;0;ARS159,70;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Carrefour;Swift;0;0,286;0;ARS159,70;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Jumbo;Chacra Nuestra;0;0,22;0;ARS205,00;
2022;Marzo;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Jumbo;Chacra Nuestra;0;0,22;0;ARS205,00;
2021;Diciembre;Carne, aves y sucedáneos de la carne;Procesados de carne;Hamburguesas (4 un);Argentina;Jumbo;Swift;0;0,32;0;ARS429,51;
